time_since_cooked_hours,storage_location,acidity_source,consistency,cumulative_time_in_danger_zone_hours,storage_container,observed_odor_score,dal_state
14,Refrigerator,None (plain dal),Medium,3,Airtight,0,0
152,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
92,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
117,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
4,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
159,Refrigerator,None (plain dal),Medium,1,Airtight,2,1
65,Refrigerator,Tomatoes,Watery (thin),4,Open to air,0,1
75,Room Temperature,Tomatoes,Thick (low water),75,Airtight,4,3
137,Refrigerator,Tomatoes,Medium,1,Open to air,0,1
154,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
101,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),6,Open to air,0,1
80,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Open to air,0,1
34,Refrigerator,None (plain dal),Medium,4,Airtight,1,1
157,Refrigerator,Tomatoes,Thick (low water),3,Airtight,1,1
27,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Airtight,0,1
29,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
32,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
53,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
155,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,1
119,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
161,Refrigerator,None (plain dal),Thick (low water),6,Open to air,0,1
7,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
4,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,0
70,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
38,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
41,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
24,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
107,Refrigerator,Tomatoes,Medium,2,Airtight,2,1
46,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
136,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),2,1
114,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,114,Airtight,3,3
82,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),2,1
143,Refrigerator,Tomatoes,Medium,2,Airtight,1,1
81,Refrigerator,None (plain dal),Thick (low water),3,Open to air,0,1
55,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
79,Room Temperature,Tomatoes,Watery (thin),79,Covered (not airtight),4,3
92,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
94,Room Temperature,Tomatoes,Watery (thin),94,Covered (not airtight),3,3
139,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
134,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
58,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
99,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
132,Refrigerator,Tomatoes,Medium,3,Airtight,2,1
120,Room Temperature,Tomatoes,Medium,120,Covered (not airtight),4,3
37,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
7,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
146,Refrigerator,None (plain dal),Watery (thin),2,Open to air,3,2
167,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Open to air,0,0
59,Refrigerator,None (plain dal),Watery (thin),1,Airtight,1,1
109,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
13,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
121,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
112,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
144,Room Temperature,None (plain dal),Thick (low water),144,Open to air,3,3
138,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
27,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
24,Refrigerator,None (plain dal),Thick (low water),1,Open to air,0,0
86,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
27,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
39,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
52,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
100,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),2,2
141,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
1,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
44,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
100,Refrigerator,None (plain dal),Medium,1,Open to air,1,1
32,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,2,1
110,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
107,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
27,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
56,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
81,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
87,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
9,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
105,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),6,Covered (not airtight),1,1
54,Refrigerator,Tomatoes,Watery (thin),2,Open to air,0,0
27,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
161,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),2,1
145,Room Temperature,None (plain dal),Medium,145,Open to air,4,3
147,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
145,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
18,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
20,Refrigerator,None (plain dal),Thick (low water),4,Airtight,1,1
21,Room Temperature,Tomatoes,Watery (thin),21,Airtight,3,3
143,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),3,2
36,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
27,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
127,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,1
148,Refrigerator,None (plain dal),Thick (low water),1,Airtight,2,1
162,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,1
145,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
59,Room Temperature,None (plain dal),Watery (thin),59,Covered (not airtight),4,3
127,Refrigerator,None (plain dal),Thick (low water),4,Airtight,2,1
103,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
39,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
158,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
146,Refrigerator,None (plain dal),Medium,3,Airtight,1,1
82,Refrigerator,None (plain dal),Thick (low water),4,Airtight,1,1
37,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
92,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
125,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
131,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
107,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
91,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),0,1
62,Room Temperature,Tomatoes,Thick (low water),62,Covered (not airtight),4,3
35,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),0,1
92,Refrigerator,Tomatoes,Watery (thin),4,Airtight,1,1
35,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
131,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
133,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
114,Room Temperature,None (plain dal),Medium,114,Airtight,3,3
45,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),45,Open to air,4,3
121,Refrigerator,Tomatoes,Thick (low water),6,Covered (not airtight),0,1
128,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
21,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
107,Refrigerator,None (plain dal),Medium,4,Airtight,1,1
163,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Airtight,0,1
58,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
115,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
45,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,0
36,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
63,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
84,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
114,Refrigerator,None (plain dal),Watery (thin),1,Airtight,1,1
73,Room Temperature,Tomatoes,Watery (thin),73,Covered (not airtight),4,3
100,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
111,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),111,Airtight,3,3
138,Refrigerator,Tomatoes,Medium,4,Open to air,1,1
77,Room Temperature,Tomatoes,Medium,77,Airtight,3,3
42,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
11,Room Temperature,Tomatoes,Medium,11,Airtight,0,1
46,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Open to air,0,0
166,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),2,2
119,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
139,Refrigerator,None (plain dal),Thick (low water),1,Airtight,1,1
92,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
160,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
89,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),1,1
15,Room Temperature,Tomatoes,Medium,15,Airtight,0,1
7,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
98,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,1,1
134,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
121,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
125,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,1
133,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
135,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
48,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
43,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
117,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
49,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
44,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
134,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
89,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
30,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
15,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
59,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
124,Room Temperature,Tomatoes,Thick (low water),124,Covered (not airtight),4,3
132,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),3,2
43,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
122,Refrigerator,None (plain dal),Thick (low water),2,Open to air,0,1
10,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),10,Airtight,0,1
14,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
88,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
84,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
52,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
133,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),2,1
90,Refrigerator,Tomatoes,Watery (thin),3,Airtight,1,1
142,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
128,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
130,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
89,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
111,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
150,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
128,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
73,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),0,1
17,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),0,0
11,Room Temperature,Tomatoes,Thick (low water),11,Airtight,2,1
81,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),81,Airtight,4,3
52,Room Temperature,None (plain dal),Watery (thin),52,Covered (not airtight),4,3
138,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),138,Airtight,4,3
36,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
72,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
58,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
79,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
153,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
135,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
77,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
76,Room Temperature,None (plain dal),Medium,76,Airtight,4,3
82,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
116,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
84,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),1,1
70,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
104,Refrigerator,None (plain dal),Watery (thin),3,Airtight,0,1
84,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
46,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
168,Room Temperature,Tomatoes,Medium,168,Open to air,4,3
13,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
14,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),0,0
14,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
134,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),1,1
154,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,1
167,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
123,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
87,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
132,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
3,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
109,Refrigerator,Tomatoes,Watery (thin),6,Airtight,0,1
87,Room Temperature,Tomatoes,Medium,87,Covered (not airtight),4,3
161,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,1
95,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
85,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
160,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Airtight,1,1
25,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
87,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
116,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
49,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
142,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
26,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
127,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
35,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
20,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
158,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
40,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
96,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
35,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
132,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,1
51,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
160,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,1
153,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Airtight,0,1
122,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,122,Airtight,3,3
31,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
121,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),1,1
12,Room Temperature,Tomatoes,Watery (thin),12,Covered (not airtight),1,1
119,Room Temperature,Tomatoes,Watery (thin),119,Covered (not airtight),3,3
22,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
101,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
147,Room Temperature,Tomatoes,Watery (thin),147,Covered (not airtight),3,3
148,Room Temperature,Tomatoes,Thick (low water),148,Covered (not airtight),4,3
85,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),2,1
28,Refrigerator,Tomatoes,Medium,4,Open to air,0,1
85,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
119,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
94,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Covered (not airtight),0,0
16,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
66,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
152,Refrigerator,None (plain dal),Watery (thin),1,Airtight,2,2
147,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
104,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
14,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,0
3,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
56,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,56,Open to air,4,3
154,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
64,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,1
79,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),0,1
142,Room Temperature,Tomatoes,Medium,142,Covered (not airtight),3,3
57,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
123,Refrigerator,Tomatoes,Thick (low water),3,Open to air,0,0
48,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
140,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
57,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
124,Refrigerator,None (plain dal),Medium,4,Covered (not airtight),2,2
44,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Covered (not airtight),0,0
148,Refrigerator,None (plain dal),Medium,1,Open to air,1,1
31,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
117,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
128,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
42,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
141,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
46,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
119,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
15,Refrigerator,None (plain dal),Thick (low water),2,Open to air,0,0
118,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,1
68,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,1
98,Refrigerator,Tomatoes,Thick (low water),6,Airtight,0,1
27,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
165,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),3,2
7,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Open to air,1,1
2,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
69,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
7,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
138,Room Temperature,Tomatoes,Medium,138,Covered (not airtight),3,3
57,Room Temperature,Tomatoes,Medium,57,Covered (not airtight),3,3
11,Refrigerator,None (plain dal),Thick (low water),4,Airtight,2,1
117,Refrigerator,None (plain dal),Thick (low water),6,Covered (not airtight),1,1
33,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
144,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
8,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Covered (not airtight),0,1
126,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
22,Room Temperature,Tomatoes,Medium,22,Airtight,3,2
90,Room Temperature,None (plain dal),Thick (low water),90,Airtight,3,3
166,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
160,Room Temperature,None (plain dal),Watery (thin),160,Airtight,3,3
76,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Covered (not airtight),0,0
8,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
152,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
160,Refrigerator,None (plain dal),Medium,6,Airtight,2,2
82,Refrigerator,None (plain dal),Watery (thin),2,Airtight,2,1
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
39,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
113,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,1
30,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
80,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
