time_since_cooking_hr,storage_location,storage_container,fat_content,ambient_season,observed_texture,observed_appearance,roti_state
58,Freezer,Cloth Wrap,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
50,Freezer,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
43,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
10,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
35,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
14,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
15,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
46,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
19,Freezer,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
44,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
95,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
85,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
76,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
35,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
84,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
69,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
91,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
44,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
19,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
10,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
57,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
88,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
76,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
94,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
34,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
95,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
18,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
21,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
38,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
40,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
73,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
22,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
32,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
36,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
40,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
66,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
23,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
41,Freezer,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
38,Room Temperature,Open Plate,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
34,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
84,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
79,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
21,Room Temperature,Open Plate,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
49,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
75,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
31,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
3,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
94,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
16,Freezer,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
11,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
82,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
48,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
15,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
31,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
27,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
38,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
25,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
33,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
66,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
64,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
17,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
7,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
28,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
68,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
71,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
21,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
44,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
18,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
74,Freezer,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
19,Freezer,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
6,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
14,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
3,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
10,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
77,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
45,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
23,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
76,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
25,Freezer,Aluminum Foil,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
38,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
43,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
34,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
58,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
92,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
65,Freezer,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
86,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Refrigerator,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
35,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
93,Freezer,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
66,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
56,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
23,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
36,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
40,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
6,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
75,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
8,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
24,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
49,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
17,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
18,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
7,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
16,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
85,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
3,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
25,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
40,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
59,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
37,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
28,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
26,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
31,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
52,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
96,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
65,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
61,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
30,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
46,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
19,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
28,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
64,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
41,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
33,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
32,Freezer,Aluminum Foil,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
37,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
80,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
34,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
29,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
70,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
89,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
44,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
33,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
25,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
23,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
35,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
31,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
79,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
2,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
74,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
50,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
79,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
79,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
80,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
34,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
5,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
51,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
94,Freezer,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
3,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
90,Freezer,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
37,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
18,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
10,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
8,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
10,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
22,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
35,Room Temperature,Cloth Wrap,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
2,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
24,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
56,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
51,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
49,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
15,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
